time,mag,latitude,longitude,depth,,
2020-05-11T14:05:39.770Z,0.24,38.8154984,-122.8065033,3.36,,
2020-05-11T14:00:33.240Z,1.51,33.0138333,-116.0145,4.64,,
2020-05-11T13:59:14.470Z,1.37,33.0185,-116.0093333,7.76,,
2020-05-11T13:57:38.270Z,2.29,19.4261665,-154.8178406,7.4,,
2020-05-11T13:56:35.940Z,0.33,34.2001667,-117.0791667,3.99,,
2020-05-11T13:55:56.880Z,0.43,33.504,-116.7786667,7.09,,
2020-05-11T13:54:02.442Z,1.3,61.2996,-149.879,22.5,,
2020-05-11T13:48:44.227Z,2.3,61.6065,-150.8929,62.3,,
2020-05-11T13:47:58.010Z,0.79,32.7826667,-116.5878333,12.04,,
2020-05-11T13:47:45.090Z,1.94,36.353,-97.35283333,8.37,,
2020-05-11T13:44:41.060Z,2.21,36.3555,-97.35033333,7.69,,
2020-05-11T13:39:48.700Z,2.24,44.5448333,-115.2336667,15.71,,
2020-05-11T13:39:32.390Z,0.63,36.1005,-117.8548333,5.4,,
2020-05-11T13:37:36.824Z,0.9,60.2464,-151.9935,78.5,,
2020-05-11T13:36:27.051Z,4.5,4.4965,127.7023,109.21,,
2020-05-11T13:35:28.640Z,2.27,18.8738327,-155.2161713,10.5,,
2020-05-11T13:31:42.304Z,0.8,66.2604,-157.1606,4.7,,
2020-05-11T13:28:22.690Z,2.65,44.363,-115.2151667,13.73,,
2020-05-11T13:24:56.310Z,2.22,44.3621667,-115.2183333,14.68,,
2020-05-11T13:24:35.368Z,1.8,64.5487,-149.2436,11.4,,
2020-05-11T13:23:32.270Z,1.55,34.1858333,-117.9373333,4.45,,
2020-05-11T13:19:44.530Z,0.95,35.7131667,-117.4951667,17.11,,
2020-05-11T13:17:08.860Z,0.52,33.5943333,-116.8108333,3.92,,
2020-05-11T13:16:34.460Z,0.91,33.0245,-115.998,4.63,,
2020-05-11T13:08:52.930Z,1.13,33.0176667,-116.0103333,2.43,,
2020-05-11T13:04:49.360Z,1.13,33.0143333,-116.0208333,3.09,,
2020-05-11T12:57:03.591Z,4.4,49.2023,150.9484,315.34,,
2020-05-11T12:56:23.816Z,1.1,64.2296,-149.9167,15.1,,
2020-05-11T12:49:00.830Z,1.56,33.4921667,-116.509,8.56,,
2020-05-11T12:39:51.250Z,1.32,35.5946667,-117.3901667,8.06,,
